history_id,employee_id,start_date,end_date,job_id,department_id
662,1468,2021-02-13,,7,9
663,1469,2012-05-31,2013-10-15,19,5
664,1469,2013-10-15,,19,5
665,1470,2014-03-04,,7,9
666,1471,2022-08-01,2023-03-12,14,4
667,1471,2023-03-12,,13,4
668,1472,2017-05-01,2018-09-28,28,8
669,1472,2018-09-28,,30,8
670,1473,2017-10-03,2019-08-28,19,5
671,1473,2019-08-28,,17,5
672,1474,2014-04-15,,14,4
673,1475,2012-10-31,,12,3
674,1476,2011-11-10,2013-03-10,19,5
675,1476,2013-03-10,,18,5
676,1477,2020-03-08,2021-04-03,23,6
677,1477,2021-04-03,,24,6
678,1478,2020-05-03,,6,9
679,1479,2019-01-12,,15,4
680,1480,2025-07-07,,25,10
681,1481,2013-03-07,,7,9
682,1482,2021-04-14,,18,5
683,1483,2014-12-10,,2,1
684,1484,2019-05-12,2020-01-27,24,6
685,1484,2020-01-27,2022-07-01,22,6
686,1484,2022-07-01,,23,6
687,1485,2016-06-19,,11,3
688,1486,2023-02-16,,10,3
689,1487,2014-06-23,,12,3
690,1488,2020-05-06,,29,8
691,1489,2021-08-14,,4,1
692,1490,2025-02-26,2025-09-01,28,8
693,1490,2025-09-01,,30,8
694,1491,2012-09-24,,29,8
695,1492,2016-07-03,,16,4
696,1493,2013-02-15,2014-10-28,28,8
697,1493,2014-10-28,,28,8
698,1494,2011-07-13,,19,5
699,1495,2012-03-01,2013-12-02,2,1
700,1495,2013-12-02,2014-08-27,2,1
701,1495,2014-08-27,,3,1
702,1496,2024-02-28,2025-09-14,7,9
703,1496,2025-09-14,,6,9
704,1497,2010-09-30,,1,1
705,1498,2019-08-04,,9,3
706,1499,2021-12-26,,11,3
707,1500,2021-01-26,2021-11-20,21,6
708,1500,2021-11-20,,21,6
709,1501,2020-09-17,,15,4
710,1502,2012-08-04,,27,10
711,1503,2012-11-04,2015-01-21,1,1
712,1503,2015-01-21,2017-05-25,1,1
713,1503,2017-05-25,,2,1
714,1504,2022-05-15,2023-07-14,19,5
715,1504,2023-07-14,,20,5
716,1505,2013-03-08,,13,4
717,1506,2014-08-13,,25,10
718,1507,2020-05-25,2022-06-01,7,9
719,1507,2022-06-01,,8,9
720,1508,2016-01-11,2018-05-05,3,1
721,1508,2018-05-05,2019-12-25,4,1
722,1508,2019-12-25,,1,1
723,1509,2023-09-09,,25,10
724,1510,2015-10-24,,2,1
725,1511,2017-04-29,,18,5
726,1512,2024-07-24,,2,1
727,1513,2015-06-15,2016-08-30,18,5
728,1513,2016-08-30,,17,5
729,1514,2022-10-09,2025-03-06,29,8
730,1514,2025-03-06,,29,8
731,1515,2012-09-16,,28,8
732,1516,2017-07-22,2019-10-18,15,4
733,1516,2019-10-18,,16,4
734,1517,2023-04-21,2024-09-13,5,9
735,1517,2024-09-13,2026-02-17,6,9
736,1517,2026-02-17,,7,9
737,1518,2010-12-10,,25,10
738,1519,2012-02-26,,7,9
739,1520,2012-06-16,2013-04-19,12,3
740,1520,2013-04-19,2014-04-27,9,3
741,1520,2014-04-27,,9,3
742,1521,2019-09-21,,7,9
743,1522,2021-02-21,2021-08-28,28,8
744,1522,2021-08-28,2022-07-20,29,8
745,1522,2022-07-20,,29,8
746,1523,2024-09-25,,24,6
747,1524,2019-07-13,,22,6
748,1525,2017-02-14,2019-01-16,23,6
749,1525,2019-01-16,2020-04-09,21,6
750,1525,2020-04-09,,23,6
751,1526,2022-02-08,2023-11-14,22,6
752,1526,2023-11-14,,21,6
753,1527,2019-04-10,,11,3
754,1528,2018-12-27,,8,9
755,1529,2020-04-17,,3,1
756,1530,2015-03-17,2015-10-05,5,9
757,1530,2015-10-05,,8,9
758,1531,2017-07-30,,20,5
759,1532,2011-09-27,,8,9
760,1533,2018-05-03,,19,5
761,1534,2010-02-15,,26,10
762,1535,2022-08-02,2024-12-04,24,6
763,1535,2024-12-04,,21,6
764,1536,2015-03-15,,14,4
765,1537,2020-08-22,,26,10
766,1538,2018-03-15,,22,6
767,1539,2024-07-08,,3,1
768,1540,2013-12-20,,2,1
769,1541,2019-01-16,2020-06-06,21,6
770,1541,2020-06-06,,23,6
771,1542,2020-06-16,,21,6
772,1543,2018-07-05,2019-12-03,11,3
773,1543,2019-12-03,,12,3
774,1544,2025-10-01,,27,10
775,1545,2018-05-08,,30,8
776,1546,2023-10-31,,9,3
777,1547,2013-09-25,2014-04-14,25,10
778,1547,2014-04-14,,27,10
779,1548,2016-10-04,2018-10-20,10,3
780,1548,2018-10-20,2019-08-04,9,3
781,1548,2019-08-04,,12,3
782,1549,2012-02-24,2013-05-26,30,8
783,1549,2013-05-26,,30,8
784,1550,2018-02-15,2018-09-18,10,3
785,1550,2018-09-18,,10,3
786,1551,2019-06-17,,28,8
787,1552,2015-10-20,,26,10
788,1553,2023-10-14,,18,5
789,1554,2020-01-08,,24,6
790,1555,2017-04-29,,28,8
791,1556,2023-10-22,,15,4
792,1557,2012-11-29,,26,10
793,1558,2017-09-10,,30,8
794,1559,2017-01-27,2019-01-01,23,6
795,1559,2019-01-01,,22,6
796,1560,2022-10-20,2023-11-23,6,9
797,1560,2023-11-23,,8,9
798,1561,2020-05-28,,26,10
799,1562,2022-10-19,,9,3
800,1563,2017-03-28,,30,8
801,1564,2020-07-18,,4,1
802,1565,2012-10-13,,29,8
803,1566,2025-06-16,,19,5
804,1567,2025-08-04,,18,5
805,1568,2020-11-19,2022-05-10,23,6
806,1568,2022-05-10,2024-04-13,22,6
807,1568,2024-04-13,,24,6
808,1569,2010-04-10,2011-04-15,30,8
809,1569,2011-04-15,2012-02-19,30,8
810,1569,2012-02-19,,29,8
811,1570,2014-02-05,,14,4
812,1571,2023-01-14,,14,4
813,1572,2019-12-06,,25,10
814,1573,2022-08-03,,23,6
815,1574,2016-11-06,,15,4
816,1575,2020-08-02,2021-07-22,18,5
817,1575,2021-07-22,,18,5
818,1576,2025-10-18,,17,5
819,1577,2024-10-15,,28,8
820,1578,2016-09-14,2018-06-17,10,3
821,1578,2018-06-17,,12,3
822,1579,2015-02-09,,11,3
823,1580,2017-05-03,,27,10
824,1581,2013-05-31,,20,5
825,1582,2023-02-09,,11,3
826,1583,2017-01-27,2018-12-14,21,6
827,1583,2018-12-14,,23,6
828,1584,2014-06-16,,29,8
829,1585,2021-05-30,,24,6
830,1586,2015-08-02,,21,6
831,1587,2014-07-30,2015-09-28,5,9
832,1587,2015-09-28,2016-05-25,5,9
833,1587,2016-05-25,,8,9
834,1588,2012-01-25,2013-06-04,3,1
835,1588,2013-06-04,,1,1
836,1589,2022-10-24,2023-09-16,29,8
837,1589,2023-09-16,2024-12-22,28,8
838,1589,2024-12-22,,30,8
839,1590,2019-06-20,2020-01-14,18,5
840,1590,2020-01-14,2020-12-13,20,5
841,1590,2020-12-13,,20,5
842,1591,2014-03-19,2016-04-25,29,8
843,1591,2016-04-25,2017-05-19,29,8
844,1591,2017-05-19,,28,8
845,1592,2021-08-23,,7,9
846,1593,2021-06-17,,12,3
847,1594,2013-05-30,,6,9
848,1595,2013-03-23,,8,9
849,1596,2013-03-12,,10,3
850,1597,2024-01-23,,26,10
851,1598,2016-03-09,,7,9
852,1599,2010-12-11,2013-03-31,27,10
853,1599,2013-03-31,,27,10
854,1600,2024-02-02,,4,1
855,1601,2011-01-27,,20,5
856,1602,2019-02-09,,5,9
857,1603,2025-08-08,2026-03-28,12,3
858,1603,2026-03-28,,9,3
859,1604,2010-12-01,,6,9
860,1605,2022-05-13,,29,8
861,1606,2022-01-27,,22,6
862,1607,2019-10-28,2020-12-01,4,1
863,1607,2020-12-01,,1,1
864,1608,2014-10-29,,25,10
865,1609,2014-05-14,,6,9
866,1610,2016-12-24,,22,6
867,1611,2010-01-15,2011-01-03,21,6
868,1611,2011-01-03,,21,6
869,1612,2013-12-25,2014-11-25,12,3
870,1612,2014-11-25,2015-06-25,9,3
871,1612,2015-06-25,,11,3
872,1613,2024-10-08,2025-12-04,11,3
873,1613,2025-12-04,,12,3
874,1614,2022-04-03,2023-11-28,24,6
875,1614,2023-11-28,,22,6
876,1615,2016-11-20,,2,1
877,1616,2020-04-03,,2,1
878,1617,2019-01-06,,15,4
879,1618,2023-06-18,,16,4
880,1619,2015-11-13,,19,5
881,1620,2013-03-15,,26,10
882,1621,2011-06-06,,11,3
883,1622,2017-03-20,,2,1
884,1623,2015-05-01,,20,5
885,1624,2020-04-25,,25,10
886,1625,2025-12-25,,14,4
887,1626,2017-07-29,2019-08-24,2,1
888,1626,2019-08-24,2020-03-17,1,1
889,1626,2020-03-17,,4,1
890,1627,2012-12-05,,24,6
891,1628,2016-11-24,,14,4
892,1629,2025-06-23,,30,8
893,1630,2017-09-17,2020-01-15,30,8
894,1630,2020-01-15,,29,8
895,1631,2014-04-23,,26,10
896,1632,2010-03-29,,2,1
897,1633,2015-12-25,,16,4
898,1634,2017-08-26,2019-09-24,1,1
899,1634,2019-09-24,,1,1
900,1635,2017-03-09,2019-01-01,1,1
901,1635,2019-01-01,,1,1
902,1636,2011-09-13,2013-07-31,13,4
903,1636,2013-07-31,,14,4
904,1637,2011-05-10,,8,9
905,1638,2020-12-20,,29,8
906,1639,2018-12-17,2020-05-03,27,10
907,1639,2020-05-03,,27,10
908,1640,2021-03-12,2022-10-30,30,8
909,1640,2022-10-30,,28,8
910,1641,2021-11-17,2022-09-06,27,10
911,1641,2022-09-06,2023-08-23,27,10
912,1641,2023-08-23,,27,10
913,1642,2014-05-12,2015-01-17,23,6
914,1642,2015-01-17,,24,6
915,1643,2021-01-04,2022-10-11,21,6
916,1643,2022-10-11,,23,6
917,1644,2017-01-17,,19,5
918,1645,2010-07-27,,14,4
919,1646,2012-10-12,2013-09-05,11,3
920,1646,2013-09-05,2015-01-06,10,3
921,1646,2015-01-06,,11,3
922,1647,2012-12-16,2013-10-26,1,1
923,1647,2013-10-26,,2,1
924,1648,2012-08-02,,8,9
925,1649,2024-03-24,,24,6
926,1650,2024-01-29,,27,10
927,1651,2014-08-12,,5,9
928,1652,2017-05-05,,30,8
929,1653,2022-09-28,2023-12-28,20,5
930,1653,2023-12-28,2024-11-17,17,5
931,1653,2024-11-17,,17,5
932,1654,2012-07-11,,28,8
933,1655,2011-06-01,,1,1
934,1656,2018-03-02,2019-12-27,13,4
935,1656,2019-12-27,,14,4
936,1657,2023-07-04,,26,10
937,1658,2019-05-26,,16,4
938,1659,2019-02-25,2020-10-27,15,4
939,1659,2020-10-27,,15,4
940,1660,2010-05-13,,6,9
941,1661,2021-03-19,,4,1
942,1662,2018-07-09,,5,9
943,1663,2025-08-20,,8,9
944,1664,2010-02-16,2012-04-23,29,8
945,1664,2012-04-23,,29,8
946,1665,2021-02-16,2021-09-08,9,3
947,1665,2021-09-08,,10,3
948,1666,2013-08-20,,9,3
949,1667,2024-12-08,,1,1
950,1668,2021-07-07,2023-08-24,9,3
951,1668,2023-08-24,,11,3
952,1669,2023-10-17,,14,4
953,1670,2020-06-02,,20,5
954,1671,2021-08-06,,7,9
955,1672,2023-10-02,,25,10
956,1673,2021-02-23,,22,6
957,1674,2015-12-17,2017-12-15,20,5
958,1674,2017-12-15,2018-12-04,17,5
959,1674,2018-12-04,,20,5
960,1675,2022-09-16,,13,4
961,1676,2012-01-17,,13,4
962,1677,2011-11-03,2013-02-17,25,10
963,1677,2013-02-17,,27,10
964,1678,2011-09-26,2013-09-23,22,6
965,1678,2013-09-23,,24,6
966,1679,2017-09-28,,4,1
967,1680,2015-02-16,,21,6
968,1681,2020-07-19,2022-06-25,11,3
969,1681,2022-06-25,,12,3
970,1682,2013-11-08,,13,4
971,1683,2013-01-18,,1,1
972,1684,2010-10-26,2011-05-03,28,8
973,1684,2011-05-03,2013-04-20,30,8
974,1684,2013-04-20,,29,8
975,1685,2015-06-26,,11,3
976,1686,2024-08-27,,24,6
977,1687,2021-06-05,,17,5
978,1688,2024-03-31,,24,6
979,1689,2011-06-27,2013-07-16,18,5
980,1689,2013-07-16,,17,5
981,1690,2013-06-28,2014-04-16,23,6
982,1690,2014-04-16,2016-02-27,21,6
983,1690,2016-02-27,,23,6
984,1691,2013-04-27,2015-05-27,19,5
985,1691,2015-05-27,,18,5
986,1692,2019-02-08,,5,9
987,1693,2012-04-04,,24,6
988,1694,2017-05-28,,2,1
989,1695,2013-07-13,,30,8
990,1696,2013-05-03,2015-04-24,14,4
991,1696,2015-04-24,,14,4
992,1697,2018-10-07,,3,1
993,1698,2019-04-30,2021-07-28,2,1
994,1698,2021-07-28,2022-08-14,2,1
995,1698,2022-08-14,,3,1
996,1699,2013-04-25,2014-08-03,6,9
997,1699,2014-08-03,2016-07-05,7,9
998,1699,2016-07-05,,8,9
999,1700,2010-05-27,,3,1
1000,1701,2010-11-29,2011-07-07,27,10
1001,1701,2011-07-07,2012-06-12,27,10
1002,1701,2012-06-12,,25,10
1003,1702,2021-12-24,,30,8
1004,1703,2013-08-18,2015-04-10,19,5
1005,1703,2015-04-10,2016-07-13,19,5
1006,1703,2016-07-13,,20,5
1007,1704,2021-03-23,,29,8
1008,1705,2021-09-16,2022-03-24,11,3
1009,1705,2022-03-24,,10,3
1010,1706,2020-04-08,,16,4
1011,1707,2022-06-01,,8,9
1012,1708,2019-03-30,2021-02-10,11,3
1013,1708,2021-02-10,,10,3
1014,1709,2022-12-05,2024-06-04,21,6
1015,1709,2024-06-04,,23,6
1016,1710,2011-03-03,,26,10
1017,1711,2010-05-18,,9,3
1018,1712,2023-04-02,,22,6
1019,1713,2010-11-26,,14,4
1020,1714,2024-10-16,,24,6
1021,1715,2014-07-28,,30,8
1022,1716,2019-10-30,,12,3
1023,1717,2016-05-05,,5,9
1024,1718,2014-03-15,2015-10-28,4,1
1025,1718,2015-10-28,,4,1
1026,1719,2015-05-30,,23,6
1027,1720,2012-03-04,,14,4
1028,1721,2025-08-10,,18,5
1029,1722,2013-11-10,,3,1
1030,1723,2018-06-25,,6,9
1031,1724,2013-11-11,2014-08-10,16,4
1032,1724,2014-08-10,,13,4
1033,1725,2020-10-01,,13,4
1034,1726,2013-01-20,,7,9
1035,1727,2010-09-29,,19,5
1036,1728,2017-01-06,,2,1
1037,1729,2020-07-08,2021-04-08,3,1
1038,1729,2021-04-08,,4,1
1039,1730,2015-02-10,,11,3
1040,1731,2011-06-13,2012-05-13,2,1
1041,1731,2012-05-13,,2,1
1042,1732,2014-03-18,,16,4
1043,1733,2021-11-07,,25,10
1044,1734,2025-04-28,,23,6
1045,1735,2016-03-06,2018-04-16,14,4
1046,1735,2018-04-16,,16,4
1047,1736,2012-09-27,2014-12-18,19,5
1048,1736,2014-12-18,,17,5
1049,1737,2017-03-31,,12,3
1050,1738,2010-08-29,,13,4
1051,1739,2023-09-05,2025-01-04,16,4
1052,1739,2025-01-04,,13,4
1053,1740,2023-08-10,2025-08-19,10,3
1054,1740,2025-08-19,,12,3
1055,1741,2019-10-07,2021-05-06,29,8
1056,1741,2021-05-06,2021-12-13,28,8
1057,1741,2021-12-13,,28,8
1058,1742,2017-03-09,,12,3
1059,1743,2010-11-27,,19,5
1060,1744,2025-07-25,,24,6
1061,1745,2022-05-25,,27,10
1062,1746,2014-04-09,2015-06-18,18,5
1063,1746,2015-06-18,,20,5
1064,1747,2014-11-04,,4,1
1065,1748,2025-08-04,,25,10
1066,1749,2025-01-27,,29,8
1067,1750,2015-01-07,,12,3
1068,1751,2016-04-06,,27,10
1069,1752,2019-12-06,2021-04-24,4,1
1070,1752,2021-04-24,,1,1
1071,1753,2015-11-29,2017-12-16,9,3
1072,1753,2017-12-16,,11,3
1073,1754,2025-03-17,,6,9
1074,1755,2023-04-17,,19,5
1075,1756,2013-03-07,2014-07-16,30,8
1076,1756,2014-07-16,,28,8
1077,1757,2025-05-28,2026-06-05,24,6
1078,1757,2026-06-05,,23,6
1079,1758,2020-09-23,,25,10
1080,1759,2025-03-23,,9,3
1081,1760,2022-07-04,,30,8
1082,1761,2023-08-02,,18,5
1083,1762,2024-09-23,,28,8
1084,1763,2021-07-30,,10,3
1085,1764,2010-11-10,,24,6
1086,1765,2018-10-12,2020-12-21,11,3
1087,1765,2020-12-21,2022-04-05,11,3
1088,1765,2022-04-05,,11,3
1089,1766,2019-01-20,2020-10-03,27,10
1090,1766,2020-10-03,,26,10
1091,1767,2017-03-10,,21,6
1092,1768,2010-11-05,,22,6
1093,1769,2010-05-12,,29,8
1094,1770,2016-02-04,,12,3
1095,1771,2013-10-04,2014-04-18,29,8
1096,1771,2014-04-18,,28,8
1097,1772,2010-07-28,2012-07-29,8,9
1098,1772,2012-07-29,,5,9
1099,1773,2020-10-11,2021-09-11,7,9
1100,1773,2021-09-11,,6,9
1101,1774,2019-11-23,2021-10-28,30,8
1102,1774,2021-10-28,,29,8
1103,1775,2024-06-21,,6,9
1104,1776,2020-05-31,2020-11-28,11,3
1105,1776,2020-11-28,,10,3
1106,1777,2011-03-11,2012-10-11,13,4
1107,1777,2012-10-11,2013-05-13,14,4
1108,1777,2013-05-13,,15,4
1109,1778,2019-03-29,,10,3
1110,1779,2012-09-27,,19,5
1111,1780,2022-10-22,,28,8
1112,1781,2018-03-04,,1,1
1113,1782,2021-12-31,,10,3
1114,1783,2022-10-18,,6,9
1115,1784,2019-04-28,2021-08-07,13,4
1116,1784,2021-08-07,2023-03-31,14,4
1117,1784,2023-03-31,,15,4
1118,1785,2023-08-04,,9,3
1119,1786,2022-10-29,2024-04-13,13,4
1120,1786,2024-04-13,2024-10-27,16,4
1121,1786,2024-10-27,,13,4
1122,1787,2010-03-13,,25,10
1123,1788,2025-07-30,,22,6
1124,1789,2020-10-22,,9,3
1125,1790,2021-11-29,2022-10-17,10,3
1126,1790,2022-10-17,,11,3
1127,1791,2016-11-30,,29,8
1128,1792,2021-07-14,,1,1
1129,1793,2012-06-05,,9,3
1130,1794,2012-07-24,,16,4
1131,1795,2019-10-24,,26,10
1132,1796,2020-11-22,2022-04-21,4,1
1133,1796,2022-04-21,,3,1
1134,1797,2025-11-15,,22,6
1135,1798,2012-04-16,,27,10
1136,1799,2010-05-01,2011-12-09,8,9
1137,1799,2011-12-09,,5,9
1138,1800,2018-04-14,2018-12-12,5,9
1139,1800,2018-12-12,,8,9
1140,1801,2016-10-27,2017-12-05,8,9
1141,1801,2017-12-05,,5,9
1142,1802,2012-02-07,,24,6
1143,1803,2018-10-18,,12,3
1144,1804,2025-02-13,,12,3
1145,1805,2023-09-21,,27,10
1146,1806,2018-12-22,,15,4
1147,1807,2015-07-27,,13,4
1148,1808,2018-01-30,,5,9
1149,1809,2022-01-27,,11,3
1150,1810,2024-11-15,2025-11-09,20,5
1151,1810,2025-11-09,,18,5
1152,1811,2023-06-09,2024-04-14,6,9
1153,1811,2024-04-14,2024-12-20,8,9
1154,1811,2024-12-20,,7,9
1155,1812,2025-11-29,,22,6
1156,1813,2021-02-27,,20,5
1157,1814,2015-06-10,2017-06-04,4,1
1158,1814,2017-06-04,2017-12-12,3,1
1159,1814,2017-12-12,,4,1
1160,1815,2013-12-03,2015-08-20,10,3
1161,1815,2015-08-20,,11,3
1162,1816,2010-02-20,,20,5
1163,1817,2015-11-26,2017-02-12,12,3
1164,1817,2017-02-12,,11,3
1165,1818,2015-12-09,,22,6
1166,1819,2013-02-20,,13,4
1167,1820,2022-06-14,2024-10-11,9,3
1168,1820,2024-10-11,,10,3
1169,1821,2022-03-26,2023-12-16,15,4
1170,1821,2023-12-16,,16,4
1171,1822,2015-09-15,2017-12-22,11,3
1172,1822,2017-12-22,2019-07-17,11,3
1173,1822,2019-07-17,,9,3
1174,1823,2021-06-30,,8,9
1175,1824,2013-01-31,,20,5
1176,1825,2012-07-12,,13,4
1177,1826,2010-01-18,,10,3
1178,1827,2016-06-28,2018-09-26,6,9
1179,1827,2018-09-26,,6,9
1180,1828,2019-01-25,2020-06-04,13,4
1181,1828,2020-06-04,2021-05-02,16,4
1182,1828,2021-05-02,,15,4
1183,1829,2016-09-16,,8,9
1184,1830,2022-08-07,,3,1
1185,1831,2018-03-02,,30,8
1186,1832,2016-10-15,,12,3
1187,1833,2022-02-25,,9,3
1188,1834,2012-05-12,,23,6
1189,1835,2019-03-13,2019-12-21,27,10
1190,1835,2019-12-21,2022-05-14,27,10
1191,1835,2022-05-14,,25,10
1192,1836,2013-01-21,2015-06-04,28,8
1193,1836,2015-06-04,,28,8
1194,1837,2012-06-13,,12,3
1195,1838,2015-10-02,2017-09-02,1,1
1196,1838,2017-09-02,2019-05-03,4,1
1197,1838,2019-05-03,,4,1
1198,1839,2012-08-04,2015-01-16,19,5
1199,1839,2015-01-16,2015-12-18,20,5
1200,1839,2015-12-18,,18,5
1201,1840,2020-07-03,,25,10
1202,1841,2022-04-16,,28,8
1203,1842,2025-10-21,,29,8
1204,1843,2012-03-27,2013-11-15,1,1
1205,1843,2013-11-15,,4,1
1206,1844,2016-01-05,,22,6
1207,1845,2024-09-07,,6,9
1208,1846,2011-06-23,,2,1
1209,1847,2022-03-05,,17,5
1210,1848,2022-10-09,,4,1
1211,1849,2023-01-12,,15,4
1212,1850,2014-02-13,,25,10
1213,1851,2015-06-25,,25,10
1214,1852,2022-09-08,,24,6
1215,1853,2015-09-27,,22,6
1216,1854,2021-10-06,2023-09-08,9,3
1217,1854,2023-09-08,2025-07-31,11,3
1218,1854,2025-07-31,,12,3
1219,1855,2025-06-29,2026-05-24,28,8
1220,1855,2026-05-24,,28,8
1221,1856,2011-03-14,,19,5
1222,1857,2023-07-07,,7,9
1223,1858,2012-12-06,,22,6
1224,1859,2012-01-05,,2,1
1225,1860,2011-10-27,2013-05-16,25,10
1226,1860,2013-05-16,,27,10
1227,1861,2023-01-14,,25,10
1228,1862,2013-10-15,,14,4
1229,1863,2024-05-05,,8,9
1230,1864,2015-07-05,2017-03-19,22,6
1231,1864,2017-03-19,,23,6
1232,1865,2020-03-04,2021-08-30,20,5
1233,1865,2021-08-30,,18,5
1234,1866,2011-10-10,,15,4
1235,1867,2015-05-17,,28,8
1236,1868,2014-10-15,,7,9
1237,1869,2022-06-29,2024-10-31,8,9
1238,1869,2024-10-31,2026-02-12,7,9
1239,1869,2026-02-12,,5,9
1240,1870,2021-11-12,2022-08-22,9,3
1241,1870,2022-08-22,,12,3
1242,1871,2010-07-21,2012-07-29,30,8
1243,1871,2012-07-29,,30,8
1244,1872,2022-11-13,,3,1
1245,1873,2015-07-10,,12,3
1246,1874,2018-02-26,,9,3
1247,1875,2021-03-02,2022-11-11,12,3
1248,1875,2022-11-11,,10,3
1249,1876,2024-12-10,,9,3
1250,1877,2023-08-17,,1,1
1251,1878,2024-04-02,,4,1
1252,1879,2024-10-20,,22,6
1253,1880,2011-12-10,2013-11-03,5,9
1254,1880,2013-11-03,,6,9
1255,1881,2015-09-09,2017-08-29,2,1
1256,1881,2017-08-29,,3,1
1257,1882,2022-09-14,,29,8
1258,1883,2024-04-18,,22,6
1259,1884,2023-02-23,,6,9
1260,1885,2018-12-29,,20,5
1261,1886,2018-08-30,,13,4
1262,1887,2013-08-16,2015-02-02,23,6
1263,1887,2015-02-02,,21,6
1264,1888,2015-11-15,2016-06-26,15,4
1265,1888,2016-06-26,,14,4
1266,1889,2022-11-23,,29,8
1267,1890,2013-07-15,2015-01-25,17,5
1268,1890,2015-01-25,,19,5
1269,1891,2012-10-26,,30,8
1270,1892,2018-10-29,2019-07-20,16,4
1271,1892,2019-07-20,,14,4
1272,1893,2017-05-04,,15,4
1273,1894,2024-09-18,,20,5
1274,1895,2024-08-31,2025-04-20,25,10
1275,1895,2025-04-20,,26,10
1276,1896,2017-08-03,2019-07-24,20,5
1277,1896,2019-07-24,,20,5
1278,1897,2014-12-03,,2,1
1279,1898,2018-04-21,2020-03-09,11,3
1280,1898,2020-03-09,2020-12-16,10,3
1281,1898,2020-12-16,,12,3
1282,1899,2023-01-16,,28,8
1283,1900,2024-04-07,,8,9
1284,1901,2016-04-15,,23,6
1285,1902,2018-01-30,2019-02-20,5,9
1286,1902,2019-02-20,2021-04-18,5,9
1287,1902,2021-04-18,,8,9
1288,1903,2017-05-28,,2,1
1289,1904,2013-03-07,,7,9
1290,1905,2010-07-27,2011-03-14,14,4
1291,1905,2011-03-14,,13,4
1292,1906,2025-08-21,,6,9
1293,1907,2012-10-29,,3,1
1294,1908,2010-12-10,2012-01-08,25,10
1295,1908,2012-01-08,2013-11-04,26,10
1296,1908,2013-11-04,,25,10
1297,1909,2024-09-18,,20,5
1298,1910,2023-07-09,2025-05-27,27,10
1299,1910,2025-05-27,,27,10
1300,1911,2025-11-15,,21,6
1301,1912,2010-09-08,2013-01-02,25,10
1302,1912,2013-01-02,,27,10
1303,1913,2018-12-30,,18,5
1304,1914,2022-04-03,2023-01-15,24,6
1305,1914,2023-01-15,,24,6
1306,1915,2023-03-28,2024-03-01,2,1
1307,1915,2024-03-01,,3,1
